txn_id,timestamp,amount_inr,payment_method,bank,device_type,customer_segment,failure_reason,retry_count_before,past_success_rate,network_latency_ms,hour_of_day,is_weekend,fraud_score
pay_100692,2026-07-14T10:41:00,133.62,card,Kotak,ios,high_value,wrong_cvv,2,0.798,102,10,False,0.144
pay_100693,2026-07-14T19:30:00,115.68,wallet,,android,returning,network_drop,0,0.377,3769,19,False,0.093
pay_100694,2026-08-05T05:10:00,952.74,wallet,,ios,new,risk_engine_block,2,0.575,222,5,False,0.763
pay_100695,2026-07-21T14:10:00,8324.59,card,ICICI,ios,returning,daily_limit_exceeded,0,0.885,269,14,False,0.024
pay_100696,2026-08-01T00:10:00,1059.41,card,IDFC,ios,new,risk_engine_block,0,0.13,563,0,True,0.717
pay_100697,2026-08-08T12:04:00,1415.9,upi,,web,new,bank_server_timeout,0,0.385,2133,12,True,0.182
pay_100698,2026-07-09T06:27:00,286.84,wallet,,android,returning,network_drop,0,0.853,2845,6,False,0.082
pay_100699,2026-07-30T03:51:00,90.13,netbanking,ICICI,web,returning,network_drop,0,0.529,130,3,False,0.016
pay_100700,2026-06-07T13:19:00,1603.77,wallet,,ios,new,risk_engine_block,0,0.528,541,13,True,0.7
pay_100701,2026-08-08T13:48:00,272.49,netbanking,Kotak,web,at_risk_churn,network_drop,0,0.825,2497,13,True,0.026
pay_100702,2026-08-27T19:23:00,614.64,wallet,,ios,returning,risk_engine_block,0,0.455,263,19,False,0.579
pay_100703,2026-07-02T12:11:00,1691.94,card,SBI,ios,new,card_expired,0,0.021,521,12,False,0.189
pay_100704,2026-07-18T10:02:00,761.93,upi,,web,at_risk_churn,risk_engine_block,0,0.875,343,10,True,0.622
pay_100705,2026-07-09T08:39:00,271.66,card,Yes Bank,android,returning,risk_engine_block,0,0.808,527,8,False,0.577
pay_100706,2026-07-05T09:00:00,526.6,netbanking,IDFC,web,new,otp_expired,0,0.007,353,9,True,0.146
pay_100707,2026-07-07T19:46:00,1103.62,netbanking,Axis,web,new,bank_server_timeout,1,0.333,1426,19,False,0.154
pay_100708,2026-08-03T23:13:00,1363.44,card,Kotak,ios,returning,card_expired,0,0.649,160,23,False,0.063
pay_100709,2026-07-28T10:43:00,469.39,card,HDFC,ios,at_risk_churn,insufficient_funds,0,0.515,505,10,False,0.1
pay_100710,2026-06-13T03:25:00,745.56,wallet,,ios,returning,network_drop,0,0.422,1722,3,True,0.055
pay_100711,2026-08-25T03:56:00,389.49,upi,,ios,returning,network_drop,0,0.749,1002,3,False,0.086
pay_100712,2026-06-23T20:43:00,9189.3,wallet,,web,at_risk_churn,insufficient_funds,2,0.607,221,20,False,0.161
pay_100713,2026-06-22T07:36:00,2311.1,card,IDFC,android,high_value,wrong_cvv,0,0.966,478,7,False,0.055
pay_100714,2026-06-26T22:20:00,261.91,upi,,ios,high_value,network_drop,0,0.64,1070,22,False,0.08
pay_100715,2026-06-01T02:47:00,117.66,card,Kotak,android,high_value,risk_engine_block,0,0.934,346,2,False,0.638
pay_100716,2026-07-17T01:25:00,6336.73,card,IDFC,web,high_value,card_expired,1,0.75,229,1,False,0.085
pay_100717,2026-08-01T07:13:00,938.48,card,SBI,ios,returning,risk_engine_block,0,0.685,330,7,True,0.626
pay_100718,2026-06-18T01:09:00,354.12,wallet,,android,returning,insufficient_funds,0,0.392,394,1,False,0.094
pay_100719,2026-06-17T22:09:00,146.87,netbanking,Yes Bank,web,returning,otp_expired,0,0.578,92,22,False,0.026
pay_100720,2026-07-18T16:24:00,924.81,wallet,,android,at_risk_churn,risk_engine_block,1,0.698,468,16,True,0.551
pay_100721,2026-06-16T23:41:00,123.07,netbanking,IDFC,web,new,bank_server_timeout,0,0.169,129,23,False,0.184
pay_100722,2026-08-10T08:34:00,3758.27,upi,,ios,returning,bank_server_timeout,1,0.543,2221,8,False,0.025
pay_100723,2026-06-23T14:02:00,141.18,upi,,android,returning,bank_server_timeout,3,0.491,3837,14,False,0.106
pay_100724,2026-06-13T14:34:00,978.6,netbanking,Kotak,web,new,bank_server_timeout,2,0.018,2029,14,True,0.22
pay_100725,2026-07-27T03:49:00,131.26,upi,,ios,new,network_drop,0,0.188,82,3,False,0.125
pay_100726,2026-07-09T20:16:00,684.25,netbanking,HDFC,android,new,otp_expired,1,0.128,396,20,False,0.163
pay_100727,2026-06-09T05:48:00,689.34,wallet,,android,high_value,insufficient_funds,0,0.684,267,5,False,0.019
pay_100728,2026-08-27T03:19:00,322.7,upi,,android,returning,otp_expired,2,0.711,485,3,False,0.179
pay_100729,2026-07-05T13:14:00,588.59,upi,,web,returning,otp_expired,2,0.795,421,13,True,0.173
pay_100730,2026-06-08T12:26:00,471.23,netbanking,IDFC,ios,returning,bank_server_timeout,0,0.709,3015,12,False,0.026
pay_100731,2026-06-28T06:39:00,314.96,card,HDFC,web,high_value,card_expired,0,0.642,561,6,True,0.095
pay_100732,2026-08-15T19:24:00,642.93,wallet,,android,at_risk_churn,risk_engine_block,0,0.472,371,19,True,0.561
pay_100733,2026-08-15T04:19:00,549.04,card,IDFC,ios,high_value,card_expired,0,0.804,346,4,True,0.056
pay_100734,2026-07-11T23:54:00,6810.06,card,SBI,android,high_value,insufficient_funds,0,0.888,313,23,True,0.046
pay_100735,2026-06-07T15:53:00,503.26,netbanking,Kotak,ios,high_value,bank_server_timeout,0,0.82,3349,15,True,0.033
pay_100736,2026-06-15T17:34:00,1840.36,netbanking,IDFC,web,returning,otp_expired,0,0.682,275,17,False,0.075
pay_100737,2026-08-22T05:36:00,249.58,wallet,,ios,returning,network_drop,0,0.519,167,5,True,0.04
pay_100738,2026-07-04T04:54:00,169.24,card,Yes Bank,web,returning,wrong_cvv,0,0.779,443,4,True,0.089
pay_100739,2026-08-17T17:54:00,444.98,upi,,web,new,otp_expired,0,0.057,402,17,False,0.193
pay_100740,2026-08-15T12:52:00,575.53,upi,,android,new,otp_expired,0,0.534,204,12,True,0.116
pay_100741,2026-08-04T02:23:00,543.04,card,IDFC,android,high_value,daily_limit_exceeded,0,0.964,510,2,False,0.04
pay_100742,2026-06-11T22:41:00,965.08,netbanking,ICICI,web,returning,bank_server_timeout,0,0.603,656,22,False,0.085
pay_100743,2026-08-16T01:51:00,3129.31,card,ICICI,web,new,insufficient_funds,0,0.4,241,1,True,0.142
pay_100744,2026-06-27T15:19:00,275.89,upi,,android,high_value,bank_server_timeout,0,0.692,671,15,True,0.091
pay_100745,2026-06-29T11:05:00,332.77,wallet,,android,high_value,network_drop,0,0.529,3758,11,False,0.054
pay_100746,2026-08-25T19:45:00,1059.06,card,ICICI,android,returning,card_expired,0,0.677,212,19,False,0.081
pay_100747,2026-06-29T07:16:00,228.81,card,ICICI,ios,high_value,risk_engine_block,0,0.748,353,7,False,0.626
pay_100748,2026-07-20T23:40:00,13214.67,wallet,,android,new,insufficient_funds,0,0.126,114,23,False,0.184
pay_100749,2026-08-20T06:55:00,515.48,upi,,ios,new,network_drop,1,0.238,2624,6,False,0.126
pay_100750,2026-07-03T05:21:00,693.16,card,SBI,android,returning,risk_engine_block,1,0.624,430,5,False,0.626
pay_100751,2026-06-15T14:07:00,727.99,netbanking,Kotak,android,new,bank_server_timeout,0,0.116,419,14,False,0.197
pay_100752,2026-06-29T21:49:00,681.28,wallet,,android,high_value,network_drop,0,0.734,3602,21,False,0.053
pay_100753,2026-08-21T20:54:00,88.69,netbanking,SBI,android,returning,otp_expired,0,0.922,514,20,False,0.086
pay_100754,2026-06-01T09:04:00,620.24,wallet,,android,at_risk_churn,insufficient_funds,0,0.769,244,9,False,0.076
pay_100755,2026-06-10T11:14:00,515.43,wallet,,android,returning,network_drop,3,0.849,3948,11,False,0.167
pay_100756,2026-07-10T16:33:00,271.43,wallet,,web,new,insufficient_funds,0,0.258,385,16,False,0.182
pay_100757,2026-06-06T08:24:00,3690.73,wallet,,android,high_value,insufficient_funds,1,0.675,578,8,True,0.076
pay_100758,2026-07-24T13:03:00,642.53,card,SBI,ios,high_value,insufficient_funds,0,0.866,509,13,False,0.067
pay_100759,2026-08-15T07:27:00,622.76,card,IDFC,web,high_value,insufficient_funds,0,0.422,464,7,True,0.061
pay_100760,2026-08-13T03:06:00,3968.42,wallet,,web,new,insufficient_funds,0,0.383,511,3,False,0.182
pay_100761,2026-06-05T16:25:00,3158.7,card,Axis,android,high_value,card_expired,1,0.718,416,16,False,0.01
pay_100762,2026-07-06T07:28:00,1662.21,wallet,,android,new,network_drop,1,0.082,3228,7,False,0.179
pay_100763,2026-06-12T15:21:00,1261.93,netbanking,SBI,web,high_value,otp_expired,0,0.809,172,15,False,0.064
pay_100764,2026-07-17T14:48:00,638.14,wallet,,web,high_value,risk_engine_block,0,0.603,383,14,False,0.626
pay_100765,2026-08-24T19:25:00,355.9,upi,,web,returning,network_drop,1,0.663,1657,19,False,0.01
pay_100766,2026-07-02T01:35:00,433.18,netbanking,ICICI,android,at_risk_churn,otp_expired,0,0.775,530,1,False,0.065
pay_100767,2026-07-24T14:35:00,2454.55,card,Yes Bank,ios,at_risk_churn,insufficient_funds,0,0.504,476,14,False,0.075
pay_100768,2026-07-16T17:04:00,1899.27,netbanking,Kotak,web,returning,bank_server_timeout,2,0.552,3837,17,False,0.178
pay_100769,2026-08-29T11:41:00,1476.47,wallet,,ios,new,risk_engine_block,3,0.5,134,11,True,0.796
pay_100770,2026-08-01T11:55:00,503.68,wallet,,web,new,risk_engine_block,1,0.028,362,11,True,0.707
pay_100771,2026-07-09T21:21:00,546.88,card,Kotak,android,returning,risk_engine_block,0,0.831,402,21,False,0.636
pay_100772,2026-07-02T06:38:00,547.78,netbanking,Kotak,web,high_value,otp_expired,1,0.306,176,6,False,0.095
pay_100773,2026-06-13T05:19:00,484.83,wallet,,ios,returning,network_drop,0,0.77,1724,5,True,0.02
pay_100774,2026-06-08T19:35:00,696.44,card,Kotak,web,high_value,card_expired,0,0.979,108,19,False,0.08
pay_100775,2026-08-08T05:13:00,141.1,netbanking,Yes Bank,android,at_risk_churn,network_drop,3,0.76,804,5,True,0.189
pay_100776,2026-07-10T03:59:00,23396.81,upi,,android,returning,bank_server_timeout,0,0.661,2118,3,False,0.219
pay_100777,2026-06-15T14:42:00,771.36,netbanking,HDFC,ios,at_risk_churn,network_drop,0,0.796,851,14,False,0.079
pay_100778,2026-08-06T03:05:00,7590.54,card,Yes Bank,android,at_risk_churn,daily_limit_exceeded,0,0.62,483,3,False,0.076
pay_100779,2026-08-02T02:01:00,520.01,netbanking,IDFC,web,returning,bank_server_timeout,0,0.717,3300,2,True,0.077
pay_100780,2026-08-13T18:34:00,2245.8,card,Kotak,android,new,wrong_cvv,0,0.142,524,18,False,0.174
pay_100781,2026-06-29T05:45:00,246.5,netbanking,Axis,android,new,otp_expired,0,0.296,95,5,False,0.105
pay_100782,2026-06-23T10:24:00,48.0,card,Axis,web,new,daily_limit_exceeded,1,0.258,344,10,False,0.188
pay_100783,2026-06-02T22:26:00,1228.94,netbanking,Yes Bank,web,high_value,bank_server_timeout,1,0.83,1118,22,False,0.06
pay_100784,2026-08-21T02:07:00,69.72,wallet,,ios,high_value,insufficient_funds,0,0.495,487,2,False,0.028
pay_100785,2026-06-12T06:35:00,1501.07,netbanking,ICICI,android,new,network_drop,1,0.067,2041,6,False,0.111
pay_100786,2026-07-18T19:28:00,1425.92,wallet,,web,high_value,insufficient_funds,1,0.61,273,19,True,0.077
pay_100787,2026-06-26T14:57:00,376.01,netbanking,Yes Bank,android,new,bank_server_timeout,0,0.262,340,14,False,0.123
pay_100788,2026-06-21T17:09:00,240.42,netbanking,ICICI,web,returning,otp_expired,0,0.9,97,17,True,0.062
pay_100789,2026-06-01T12:36:00,250.72,netbanking,Kotak,web,new,bank_server_timeout,0,0.127,3201,12,False,0.163
pay_100790,2026-07-07T12:43:00,599.56,card,Yes Bank,ios,high_value,insufficient_funds,0,0.6,433,12,False,0.098
pay_100791,2026-07-07T04:40:00,740.64,wallet,,android,new,network_drop,1,0.574,736,4,False,0.137
pay_100792,2026-06-30T17:25:00,512.17,wallet,,web,new,network_drop,0,0.374,3699,17,False,0.142
pay_100793,2026-06-18T12:46:00,453.95,wallet,,web,returning,risk_engine_block,0,0.595,452,12,False,0.64
pay_100794,2026-08-23T17:28:00,454.07,wallet,,android,returning,insufficient_funds,0,0.761,302,17,True,0.034
pay_100795,2026-07-05T05:47:00,184.84,wallet,,ios,returning,network_drop,0,0.758,697,5,True,0.041
pay_100796,2026-08-07T19:47:00,2186.71,upi,,android,new,risk_engine_block,0,0.031,101,19,False,0.651
pay_100797,2026-06-28T04:19:00,1722.22,netbanking,ICICI,ios,returning,network_drop,1,0.63,2025,4,True,0.034
pay_100798,2026-06-16T13:34:00,1622.9,netbanking,ICICI,android,returning,bank_server_timeout,2,0.62,1231,13,False,0.169
pay_100799,2026-08-15T00:44:00,603.01,upi,,ios,new,risk_engine_block,3,0.143,538,0,True,0.839
pay_100800,2026-06-20T12:07:00,248.57,netbanking,IDFC,ios,at_risk_churn,network_drop,3,0.698,420,12,True,0.135
pay_100801,2026-06-25T08:32:00,2869.02,card,Yes Bank,ios,returning,wrong_cvv,0,0.725,133,8,False,0.065
pay_100802,2026-07-13T02:35:00,1643.48,netbanking,Axis,ios,returning,bank_server_timeout,0,0.985,1319,2,False,0.038
pay_100803,2026-07-25T16:26:00,1163.46,wallet,,ios,returning,insufficient_funds,1,0.709,368,16,True,0.027
pay_100804,2026-07-18T05:04:00,1278.25,card,Yes Bank,ios,at_risk_churn,risk_engine_block,0,0.979,152,5,True,0.566
pay_100805,2026-06-11T06:11:00,59.67,netbanking,Yes Bank,android,new,network_drop,0,0.924,1034,6,False,0.121
pay_100806,2026-08-17T15:45:00,628.72,wallet,,web,returning,insufficient_funds,0,0.819,227,15,False,0.088
pay_100807,2026-06-30T10:10:00,248.46,upi,,ios,high_value,bank_server_timeout,0,0.841,973,10,False,0.043
pay_100808,2026-06-09T05:03:00,2165.73,upi,,web,returning,network_drop,0,0.603,407,5,False,0.067
pay_100809,2026-08-29T11:43:00,100.82,wallet,,ios,high_value,insufficient_funds,0,0.829,459,11,True,0.05
pay_100810,2026-07-16T22:26:00,358.32,netbanking,Axis,ios,high_value,otp_expired,0,0.47,554,22,False,0.087
pay_100811,2026-07-11T04:24:00,569.33,upi,,android,high_value,otp_expired,3,0.972,256,4,True,0.115
pay_100812,2026-08-03T00:25:00,245.44,upi,,android,returning,otp_expired,0,0.88,591,0,False,0.043
pay_100813,2026-06-19T09:15:00,351.68,wallet,,android,new,network_drop,0,0.288,3999,9,False,0.131
pay_100814,2026-08-07T04:18:00,571.02,netbanking,Axis,ios,returning,otp_expired,0,0.864,564,4,False,0.01
pay_100815,2026-07-06T15:35:00,5296.61,wallet,,web,at_risk_churn,insufficient_funds,0,0.521,314,15,False,0.071
pay_100816,2026-08-05T10:56:00,1981.13,upi,,web,new,bank_server_timeout,0,0.269,2090,10,False,0.146
pay_100817,2026-06-19T22:23:00,53.69,netbanking,Kotak,android,returning,bank_server_timeout,1,0.42,3458,22,False,0.062
pay_100818,2026-08-22T06:12:00,33.02,netbanking,Kotak,ios,returning,network_drop,2,0.614,878,6,True,0.152
pay_100819,2026-06-04T00:41:00,392.7,upi,,web,returning,bank_server_timeout,0,0.523,1909,0,False,0.063
pay_100820,2026-06-26T08:45:00,240.1,upi,,ios,high_value,network_drop,0,0.907,2034,8,False,0.037
pay_100821,2026-08-18T10:53:00,1050.29,wallet,,android,returning,risk_engine_block,1,0.748,215,10,False,0.6
pay_100822,2026-07-16T11:21:00,1969.83,upi,,ios,returning,otp_expired,0,0.718,506,11,False,0.064
pay_100823,2026-06-30T08:15:00,344.84,upi,,android,new,network_drop,0,0.667,2936,8,False,0.123
pay_100824,2026-08-25T20:25:00,666.22,card,HDFC,android,new,insufficient_funds,0,0.329,504,20,False,0.155
pay_100825,2026-07-21T05:13:00,848.65,card,ICICI,android,returning,insufficient_funds,0,0.267,463,5,False,0.051
pay_100826,2026-07-28T09:01:00,398.04,netbanking,IDFC,android,returning,bank_server_timeout,0,0.925,517,9,False,0.074
pay_100827,2026-08-15T06:52:00,195.4,upi,,web,high_value,bank_server_timeout,0,0.827,3535,6,True,0.025
pay_100828,2026-07-20T15:46:00,269.34,card,Kotak,ios,new,card_expired,0,0.535,583,15,False,0.148
pay_100829,2026-06-13T05:03:00,453.86,upi,,android,new,otp_expired,0,0.304,102,5,True,0.13
pay_100830,2026-08-27T20:50:00,1357.13,card,Axis,web,new,card_expired,0,0.482,168,20,False,0.172
pay_100831,2026-06-28T04:04:00,576.82,netbanking,Kotak,android,high_value,bank_server_timeout,0,0.712,796,4,True,0.097
pay_100832,2026-07-05T06:01:00,2721.58,card,Yes Bank,web,high_value,daily_limit_exceeded,0,0.738,580,6,True,0.079
pay_100833,2026-06-21T17:23:00,164.55,card,Kotak,ios,new,insufficient_funds,0,0.124,435,17,True,0.141
pay_100834,2026-08-26T15:34:00,80.78,netbanking,SBI,web,returning,otp_expired,0,0.661,248,15,False,0.089
pay_100835,2026-06-18T18:52:00,1401.6,upi,,web,returning,network_drop,1,0.633,2133,18,False,0.054
pay_100836,2026-06-30T23:43:00,3462.11,card,Axis,web,new,wrong_cvv,1,0.251,462,23,False,0.155
pay_100837,2026-06-29T03:40:00,330.69,wallet,,ios,returning,insufficient_funds,0,0.428,596,3,False,0.08
pay_100838,2026-06-27T09:34:00,149.18,upi,,android,returning,risk_engine_block,0,0.641,446,9,True,0.616
pay_100839,2026-08-21T15:39:00,251.52,netbanking,IDFC,ios,returning,bank_server_timeout,0,0.762,1127,15,False,0.07
pay_100840,2026-08-09T08:05:00,1136.07,card,SBI,web,returning,card_expired,0,0.647,560,8,True,0.01
pay_100841,2026-06-24T16:29:00,2920.1,wallet,,web,returning,insufficient_funds,0,0.715,339,16,False,0.059
pay_100842,2026-06-20T21:53:00,927.85,wallet,,android,returning,insufficient_funds,0,0.761,260,21,True,0.077
pay_100843,2026-07-27T07:51:00,6223.85,netbanking,Yes Bank,web,returning,bank_server_timeout,1,0.611,2942,7,False,0.043
pay_100844,2026-08-29T17:27:00,620.83,netbanking,ICICI,android,new,otp_expired,0,0.012,566,17,True,0.14
pay_100845,2026-08-09T21:23:00,318.74,card,ICICI,ios,new,insufficient_funds,0,0.157,120,21,True,0.123
pay_100846,2026-06-15T00:33:00,405.98,upi,,web,returning,bank_server_timeout,0,0.748,485,0,False,0.017
pay_100847,2026-08-01T02:32:00,760.63,card,SBI,android,new,insufficient_funds,3,0.049,503,2,True,0.284
pay_100848,2026-06-04T12:12:00,186.91,netbanking,IDFC,web,high_value,bank_server_timeout,0,0.688,3720,12,False,0.041
pay_100849,2026-06-04T19:26:00,661.26,upi,,ios,returning,otp_expired,0,0.759,458,19,False,0.028
pay_100850,2026-07-12T19:58:00,106.95,wallet,,android,at_risk_churn,risk_engine_block,0,0.575,220,19,True,0.597
pay_100851,2026-07-05T20:59:00,840.79,wallet,,android,returning,network_drop,0,0.745,3795,20,True,0.024
pay_100852,2026-07-04T08:38:00,254.34,netbanking,Yes Bank,ios,new,network_drop,0,0.173,650,8,True,0.18
pay_100853,2026-08-14T14:33:00,749.13,upi,,ios,returning,bank_server_timeout,0,0.713,3315,14,False,0.063
pay_100854,2026-07-05T22:59:00,451.36,upi,,ios,high_value,risk_engine_block,0,0.672,465,22,True,0.631
pay_100855,2026-08-14T17:52:00,266.05,card,Axis,ios,high_value,insufficient_funds,0,0.937,581,17,False,0.06
pay_100856,2026-08-27T03:27:00,717.79,wallet,,web,new,insufficient_funds,0,0.396,425,3,False,0.198
pay_100857,2026-08-10T08:22:00,175.73,netbanking,IDFC,ios,new,bank_server_timeout,1,0.047,980,8,False,0.117
pay_100858,2026-07-05T19:51:00,149.2,upi,,ios,new,network_drop,0,0.035,790,19,True,0.192
pay_100859,2026-07-28T12:13:00,276.12,card,IDFC,ios,returning,insufficient_funds,0,0.834,473,12,False,0.085
pay_100860,2026-07-14T16:20:00,2743.44,card,Yes Bank,android,new,wrong_cvv,0,0.225,290,16,False,0.137
pay_100861,2026-07-02T08:45:00,292.06,wallet,,android,returning,insufficient_funds,0,0.642,329,8,False,0.065
pay_100862,2026-08-02T00:27:00,821.49,wallet,,ios,new,network_drop,1,0.693,1016,0,True,0.127
pay_100863,2026-06-26T16:54:00,929.03,wallet,,web,new,insufficient_funds,0,0.379,242,16,False,0.109
pay_100864,2026-07-26T04:17:00,386.46,card,Kotak,web,returning,insufficient_funds,1,0.795,174,4,True,0.062
pay_100865,2026-06-26T00:38:00,558.9,upi,,android,returning,otp_expired,1,0.763,457,0,False,0.072
pay_100866,2026-06-08T16:25:00,682.34,upi,,ios,new,otp_expired,0,0.034,456,16,False,0.157
pay_100867,2026-08-17T20:48:00,249.82,wallet,,ios,new,insufficient_funds,0,0.756,581,20,False,0.168
pay_100868,2026-08-13T19:45:00,1186.65,wallet,,ios,returning,network_drop,1,0.877,1647,19,False,0.038
pay_100869,2026-06-19T20:28:00,131.9,card,ICICI,android,new,card_expired,1,0.242,389,20,False,0.14
pay_100870,2026-06-27T11:29:00,343.0,upi,,android,new,risk_engine_block,0,0.639,183,11,True,0.68
pay_100871,2026-07-08T19:22:00,1108.76,netbanking,ICICI,android,returning,otp_expired,1,0.924,397,19,False,0.092
pay_100872,2026-07-28T00:25:00,219.54,card,IDFC,ios,high_value,insufficient_funds,0,0.816,206,0,False,0.088
pay_100873,2026-08-04T18:04:00,4640.26,wallet,,web,new,network_drop,3,0.027,3005,18,False,0.244
pay_100874,2026-07-21T08:14:00,149.05,netbanking,ICICI,ios,high_value,bank_server_timeout,0,0.811,1790,8,False,0.08
pay_100875,2026-08-26T05:31:00,1330.85,netbanking,IDFC,ios,new,network_drop,0,0.161,3061,5,False,0.198
pay_100876,2026-08-25T04:43:00,961.54,netbanking,HDFC,ios,returning,otp_expired,1,0.553,331,4,False,0.023
pay_100877,2026-06-14T08:52:00,1591.55,wallet,,web,at_risk_churn,insufficient_funds,0,0.31,597,8,True,0.036
pay_100878,2026-07-11T02:59:00,404.94,wallet,,ios,returning,risk_engine_block,2,0.86,111,2,True,0.683
pay_100879,2026-07-01T13:18:00,518.6,card,HDFC,web,returning,card_expired,0,0.761,164,13,False,0.01
pay_100880,2026-06-07T04:00:00,4149.69,card,HDFC,android,returning,insufficient_funds,0,0.234,445,4,True,0.067
pay_100881,2026-07-21T05:52:00,1409.41,upi,,ios,returning,risk_engine_block,3,0.485,371,5,False,0.664
pay_100882,2026-08-28T07:18:00,703.31,netbanking,SBI,ios,high_value,bank_server_timeout,0,0.736,1549,7,False,0.095
pay_100883,2026-06-20T14:45:00,989.71,wallet,,web,at_risk_churn,risk_engine_block,0,0.779,539,14,True,0.563
pay_100884,2026-07-26T15:26:00,425.55,card,Yes Bank,android,returning,insufficient_funds,0,0.73,294,15,True,0.09
pay_100885,2026-08-03T05:29:00,1621.24,netbanking,Yes Bank,web,new,bank_server_timeout,0,0.102,624,5,False,0.182
pay_100886,2026-08-02T02:56:00,285.53,wallet,,web,at_risk_churn,risk_engine_block,3,0.731,364,2,True,0.741
pay_100887,2026-07-18T19:21:00,1571.82,upi,,web,high_value,network_drop,0,0.709,1441,19,True,0.068
pay_100888,2026-06-06T23:29:00,967.57,netbanking,Axis,ios,high_value,otp_expired,3,0.696,144,23,True,0.147
pay_100889,2026-06-05T20:52:00,326.64,upi,,android,high_value,risk_engine_block,0,0.917,540,20,False,0.574
pay_100890,2026-07-24T17:01:00,2278.97,wallet,,web,new,insufficient_funds,0,0.357,393,17,False,0.177
pay_100891,2026-07-01T03:59:00,767.94,card,Yes Bank,android,returning,card_expired,3,0.71,519,3,False,0.108
pay_100892,2026-07-08T21:42:00,1254.48,wallet,,ios,new,insufficient_funds,0,0.063,450,21,False,0.11
pay_100893,2026-06-16T04:54:00,883.59,netbanking,HDFC,web,returning,network_drop,2,0.869,3213,4,False,0.145
pay_100894,2026-06-12T11:22:00,1819.16,wallet,,web,returning,risk_engine_block,0,0.95,244,11,False,0.602
pay_100895,2026-07-26T12:06:00,859.12,upi,,web,at_risk_churn,network_drop,1,0.905,2060,12,True,0.077
pay_100896,2026-07-20T14:20:00,2202.25,card,Yes Bank,ios,high_value,daily_limit_exceeded,0,0.637,443,14,False,0.01
pay_100897,2026-08-15T03:08:00,999.48,netbanking,SBI,web,high_value,bank_server_timeout,0,0.537,2693,3,True,0.032
pay_100898,2026-08-29T04:16:00,200.29,wallet,,ios,high_value,insufficient_funds,1,0.817,496,4,True,0.01
pay_100899,2026-06-13T19:23:00,157.54,netbanking,ICICI,web,new,bank_server_timeout,0,0.418,586,19,True,0.118
pay_100900,2026-06-11T17:51:00,2786.69,card,Axis,android,new,insufficient_funds,1,0.28,384,17,False,0.11
pay_100901,2026-06-18T01:04:00,999.88,netbanking,IDFC,android,returning,network_drop,0,0.932,3928,1,False,0.056
pay_100902,2026-06-22T04:47:00,541.04,card,SBI,web,new,card_expired,2,0.395,85,4,False,0.268
pay_100903,2026-06-25T12:52:00,472.05,upi,,ios,new,network_drop,0,0.143,3810,12,False,0.158
pay_100904,2026-08-03T19:00:00,1123.37,upi,,web,high_value,network_drop,3,0.804,835,19,False,0.181
pay_100905,2026-06-06T07:46:00,1116.39,card,SBI,android,new,daily_limit_exceeded,0,0.232,94,7,True,0.141
pay_100906,2026-08-06T21:43:00,379.77,wallet,,web,high_value,insufficient_funds,0,0.897,272,21,False,0.087
pay_100907,2026-07-30T13:10:00,568.03,upi,,android,at_risk_churn,network_drop,0,0.743,656,13,False,0.028
pay_100908,2026-07-15T14:19:00,1130.29,wallet,,ios,returning,network_drop,0,0.803,1679,14,False,0.027
pay_100909,2026-06-29T12:35:00,2965.16,upi,,android,new,network_drop,0,0.698,2218,12,False,0.125
pay_100910,2026-08-12T02:56:00,364.81,netbanking,Axis,web,returning,network_drop,0,0.591,3855,2,False,0.018
pay_100911,2026-08-12T13:21:00,6002.35,card,IDFC,ios,new,insufficient_funds,0,0.155,515,13,False,0.125
pay_100912,2026-06-13T11:24:00,4911.63,upi,,web,returning,network_drop,0,0.9,2010,11,True,0.076
pay_100913,2026-08-12T03:57:00,972.37,netbanking,Kotak,ios,returning,otp_expired,0,0.705,154,3,False,0.01
pay_100914,2026-08-15T00:26:00,516.5,upi,,android,new,otp_expired,0,0.085,294,0,True,0.109
pay_100915,2026-06-06T07:30:00,1382.56,card,Axis,android,new,insufficient_funds,0,0.162,86,7,True,0.193
pay_100916,2026-07-06T18:00:00,671.2,wallet,,web,new,network_drop,0,0.157,2930,18,False,0.116
pay_100917,2026-06-30T05:47:00,983.37,card,ICICI,web,returning,daily_limit_exceeded,0,0.772,142,5,False,0.066
pay_100918,2026-08-27T09:27:00,1296.72,upi,,android,high_value,otp_expired,0,0.52,463,9,False,0.01
pay_100919,2026-07-26T03:14:00,349.78,wallet,,android,high_value,insufficient_funds,0,0.463,417,3,True,0.089
pay_100920,2026-07-11T08:16:00,1844.39,upi,,web,returning,risk_engine_block,0,0.906,556,8,True,0.643
pay_100921,2026-08-01T17:25:00,1036.07,card,ICICI,android,new,risk_engine_block,2,0.154,264,17,True,0.804
pay_100922,2026-08-08T07:35:00,3810.06,upi,,ios,returning,risk_engine_block,0,0.825,262,7,True,0.554
pay_100923,2026-08-19T04:28:00,1004.18,upi,,ios,high_value,otp_expired,0,0.654,248,4,False,0.068
pay_100924,2026-08-21T23:37:00,179.8,card,Kotak,web,new,insufficient_funds,0,0.287,529,23,False,0.178
pay_100925,2026-08-26T12:07:00,239.36,netbanking,Kotak,web,returning,bank_server_timeout,1,0.807,2315,12,False,0.081
pay_100926,2026-08-04T09:39:00,1206.36,wallet,,android,returning,insufficient_funds,1,0.655,125,9,False,0.06
